Scientific name,Common name,Overall category,Category triggered by rate of population reduction (Criterion A),Optimistic decline10years,Pessimistic decline10years,Median decline10years,Optimistic category10years,Pessimistic category10years,Median category10years,Revised optimistic category10years,Revised pessimistic category10years,Revised median category10years,Optimistic decline3gens,Pessimistic decline3gens,Median decline3gens,Revised optimistic category3gens,Revised pessimistic category3gens,Revised median category3gens,Optimistic category3gens,Pessimistic category3gens,Median category3gens
Atelornis crossleyi,Rufous-headed Ground-roller,NT,NT,0.12,0.2,0.16,LC,LC,LC,LC,LC,LC,0.15,0.23,0.19,LC,LC,LC,LC,LC,LC
Todus multicolor,Cuban Tody,LC,LC,0.01,0.16,0.08,LC,LC,LC,LC,LC,LC,0.01,0.16,0.08,LC,LC,LC,LC,LC,LC
Todus angustirostris,Narrow-billed Tody,LC,LC,0.01,0.16,0.08,LC,LC,LC,LC,LC,LC,0.01,0.16,0.08,LC,LC,LC,LC,LC,LC
Todus subulatus,Broad-billed Tody,LC,LC,0.01,0.16,0.08,LC,LC,LC,LC,LC,LC,0.01,0.16,0.08,LC,LC,LC,LC,LC,LC
Todus todus,Jamaican Tody,LC,LC,0.01,0.16,0.08,LC,LC,LC,LC,LC,LC,0.01,0.16,0.08,LC,LC,LC,LC,LC,LC
Todus mexicanus,Puerto Rican Tody,LC,LC,0.01,0.16,0.08,LC,LC,LC,LC,LC,LC,0.01,0.16,0.08,LC,LC,LC,LC,LC,LC
Hylomanes momotula,Tody Motmot,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Aspatha gularis,Blue-throated Motmot,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Momotus mexicanus,Russet-crowned Motmot,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Momotus coeruliceps,Blue-crowned Motmot,LC,LC,0.01,0.18,0.09,LC,LC,LC,LC,LC,LC,0.01,0.18,0.09,LC,LC,LC,LC,LC,LC
Momotus lessonii,Blue-diademed Motmot,LC,LC,0.01,0.18,0.09,LC,LC,LC,LC,LC,LC,0.01,0.18,0.09,LC,LC,LC,LC,LC,LC
Momotus subrufescens,Whooping Motmot,LC,LC,0.01,0.18,0.09,LC,LC,LC,LC,LC,LC,0.01,0.18,0.09,LC,LC,LC,LC,LC,LC
Momotus bahamensis,Trinidad Motmot,LC,LC,0.01,0.24,0.12,LC,LC,LC,LC,LC,LC,0.01,0.24,0.12,LC,LC,LC,LC,LC,LC
Momotus momota,Amazonian Motmot,LC,LC,0.01,0.24,0.12,LC,LC,LC,LC,LC,LC,0.01,0.26,0.13,LC,NT,LC,LC,NT,LC
Momotus aequatorialis,Highland Motmot,LC,LC,0.01,0.18,0.09,LC,LC,LC,LC,LC,LC,0.01,0.22,0.12,LC,LC,LC,LC,LC,LC
Baryphthengus martii,Rufous Motmot,LC,LC,0.01,0.24,0.12,LC,LC,LC,LC,LC,LC,0.01,0.3,0.16,LC,NT,LC,LC,NT,LC
Baryphthengus ruficapillus,Rufous-capped Motmot,LC,LC,0.01,0.18,0.09,LC,LC,LC,LC,LC,LC,0.01,0.23,0.13,LC,LC,LC,LC,LC,LC
Electron carinatum,Keel-billed Motmot,VU,LC,0.01,0.08,0.05,LC,LC,LC,VU,VU,VU,0.01,0.08,0.05,LC,LC,LC,VU,VU,VU
Electron platyrhynchum,Broad-billed Motmot,LC,LC,0.01,0.24,0.12,LC,LC,LC,LC,LC,LC,0.01,0.26,0.13,LC,NT,LC,LC,NT,LC
Eumomota superciliosa,Turquoise-browed Motmot,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Ispidina lecontei,African Dwarf-kingfisher,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Ispidina picta,African Pygmy-kingfisher,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Corythornis madagascariensis,Madagascar Pygmy-kingfisher,LC,LC,0.01,0.16,0.08,LC,LC,LC,LC,LC,LC,0.01,0.16,0.08,LC,LC,LC,LC,LC,LC
Corythornis leucogaster,White-bellied Kingfisher,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Corythornis cristatus,Malachite Kingfisher,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Corythornis thomensis,Sao Tome Kingfisher,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Corythornis nais,Principe Kingfisher,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Corythornis vintsioides,Madagascar Kingfisher,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Ceyx sangirensis,Sangihe Dwarf-kingfisher,CR,LC,0.01,0.16,0.08,LC,LC,LC,CR,CR,CR,0.01,0.16,0.08,LC,LC,LC,CR,CR,CR
Ceyx fallax,Sulawesi Dwarf-kingfisher,NT,LC,0.01,0.16,0.08,LC,LC,LC,NT,NT,NT,0.01,0.16,0.08,LC,LC,LC,NT,NT,NT
Ceyx melanurus,North Philippine Dwarf-kingfisher,VU,VU,0.25,0.43,0.34,LC,VU,VU,LC,VU,VU,0.25,0.43,0.34,LC,VU,VU,LC,VU,VU
Ceyx mindanensis,South Philippine Dwarf-Kingfisher,VU,VU,0.25,0.43,0.34,LC,VU,VU,LC,VU,VU,0.25,0.43,0.34,LC,VU,VU,LC,VU,VU
Ceyx erithaca,Oriental Dwarf-kingfisher,LC,LC,0.01,0.16,0.08,LC,LC,LC,LC,LC,LC,0.01,0.16,0.08,LC,LC,LC,LC,LC,LC
Ceyx margarethae,Dimorphic Dwarf-kingfisher,LC,LC,0.01,0.16,0.08,LC,LC,LC,LC,LC,LC,0.01,0.16,0.08,LC,LC,LC,LC,LC,LC
Ceyx lepidus,Moluccan Dwarf-kingfisher,LC,LC,0.01,0.16,0.08,LC,LC,LC,LC,LC,LC,0.01,0.16,0.08,LC,LC,LC,LC,LC,LC
Ceyx wallacii,Sula Dwarf-kingfisher,NT,LC,0.01,0.16,0.08,LC,LC,LC,NT,NT,NT,0.01,0.16,0.08,LC,LC,LC,NT,NT,NT
Ceyx cajeli,Buru Dwarf-kingfisher,NT,LC,0.01,0.16,0.08,LC,LC,LC,NT,NT,NT,0.01,0.16,0.08,LC,LC,LC,NT,NT,NT
Ceyx solitarius,New Guinea Dwarf-kingfisher,LC,LC,0.01,0.16,0.08,LC,LC,LC,LC,LC,LC,0.01,0.16,0.08,LC,LC,LC,LC,LC,LC
Ceyx dispar,Manus Dwarf-kingfisher,NT,LC,0.01,0.16,0.08,LC,LC,LC,NT,NT,NT,0.01,0.16,0.08,LC,LC,LC,NT,NT,NT
Ceyx mulcatus,New Ireland Dwarf-kingfisher,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Ceyx sacerdotis,New Britain Dwarf-kingfisher,LC,LC,0.01,0.16,0.08,LC,LC,LC,LC,LC,LC,0.01,0.16,0.08,LC,LC,LC,LC,LC,LC
Ceyx meeki,North Solomons Dwarf-kingfisher,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Ceyx collectoris,New Georgia Dwarf-kingfisher,LC,LC,0.01,0.16,0.08,LC,LC,LC,LC,LC,LC,0.01,0.16,0.08,LC,LC,LC,LC,LC,LC
Ceyx nigromaxilla,Guadalcanal Dwarf-kingfisher,LC,LC,0.01,0.16,0.08,LC,LC,LC,LC,LC,LC,0.01,0.16,0.08,LC,LC,LC,LC,LC,LC
Ceyx gentianus,San Cristobal Dwarf-kingfisher,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Ceyx cyanopectus,Northern Indigo-banded Kingfisher,LC,LC,0.01,0.15,0.08,LC,LC,LC,LC,LC,LC,0.01,0.15,0.08,LC,LC,LC,LC,LC,LC
Ceyx nigrirostris,Southern Indigo-banded Kingfisher,NT,NT,0.2,0.24,0.22,LC,LC,LC,LC,LC,LC,0.2,0.24,0.22,LC,LC,LC,LC,LC,LC
Ceyx flumenicola,Northern Silvery Kingfisher,NT,NT,0.2,0.24,0.22,LC,LC,LC,LC,LC,LC,0.2,0.24,0.22,LC,LC,LC,LC,LC,LC
Ceyx argentatus,Southern Silvery Kingfisher,NT,NT,0.2,0.24,0.22,LC,LC,LC,LC,LC,LC,0.2,0.24,0.22,LC,LC,LC,LC,LC,LC
Ceyx pusillus,Little Kingfisher,LC,LC,0.01,0.15,0.08,LC,LC,LC,LC,LC,LC,0.01,0.15,0.08,LC,LC,LC,LC,LC,LC
Ceyx azureus,Azure Kingfisher,LC,LC,0.01,0.15,0.08,LC,LC,LC,LC,LC,LC,0.01,0.15,0.08,LC,LC,LC,LC,LC,LC
Ceyx websteri,Bismarck Kingfisher,VU,VU,0.26,0.44,0.35,NT,VU,VU,VU,VU,VU,0.26,0.44,0.35,NT,VU,VU,VU,VU,VU
Alcedo peninsulae,Malay Blue-banded Kingfisher,NT,NT,0.19,0.23,0.22,LC,LC,LC,LC,LC,LC,0.22,0.26,0.24,LC,NT,LC,LC,NT,LC
Alcedo euryzona,Javan Blue-banded Kingfisher,CR,LC,0.23,0.42,0.33,LC,VU,VU,CR,CR,CR,0.23,0.42,0.33,LC,VU,VU,CR,CR,CR
Alcedo meninting,Blue-eared Kingfisher,LC,LC,0.01,0.15,0.08,LC,LC,LC,LC,LC,LC,0.01,0.15,0.08,LC,LC,LC,LC,LC,LC
Alcedo hercules,Blyth's Kingfisher,NT,LC,0.01,0.15,0.08,LC,LC,LC,NT,NT,NT,0.01,0.15,0.08,LC,LC,LC,NT,NT,NT
Alcedo quadribrachys,Shining-blue Kingfisher,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Alcedo semitorquata,Half-collared Kingfisher,LC,LC,0.01,0.15,0.08,LC,LC,LC,LC,LC,LC,0.01,0.15,0.08,LC,LC,LC,LC,LC,LC
Alcedo atthis,Common Kingfisher,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Alcedo coerulescens,Cerulean Kingfisher,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Megaceryle lugubris,Crested Kingfisher,LC,LC,0.01,0.16,0.08,LC,LC,LC,LC,LC,LC,0.01,0.17,0.09,LC,LC,LC,LC,LC,LC
Megaceryle maxima,Giant Kingfisher,LC,LC,0.01,0.16,0.08,LC,LC,LC,LC,LC,LC,0.01,0.21,0.11,LC,LC,LC,LC,LC,LC
Megaceryle torquata,Ringed Kingfisher,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Megaceryle alcyon,Belted Kingfisher,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Ceryle rudis,Pied Kingfisher,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Chloroceryle amazona,Amazon Kingfisher,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Chloroceryle aenea,American Pygmy-kingfisher,LC,LC,0.01,0.27,0.14,LC,NT,LC,LC,NT,LC,0.01,0.27,0.14,LC,NT,LC,LC,NT,LC
Chloroceryle americana,Green Kingfisher,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Chloroceryle inda,Green-and-rufous Kingfisher,LC,LC,0.01,0.27,0.14,LC,NT,LC,LC,NT,LC,0.01,0.27,0.14,LC,NT,LC,LC,NT,LC
Lacedo pulchella,Banded Kingfisher,LC,LC,0.01,0.12,0.06,LC,LC,LC,LC,LC,LC,0.01,0.12,0.06,LC,LC,LC,LC,LC,LC
Lacedo melanops,Black-faced Kingfisher,LC,LC,0.01,0.12,0.06,LC,LC,LC,LC,LC,LC,0.01,0.12,0.06,LC,LC,LC,LC,LC,LC
Pelargopsis capensis,Stork-billed Kingfisher,LC,LC,0.01,0.12,0.06,LC,LC,LC,LC,LC,LC,0.01,0.16,0.09,LC,LC,LC,LC,LC,LC
Pelargopsis melanorhyncha,Black-billed Kingfisher,LC,LC,0.01,0.12,0.06,LC,LC,LC,LC,LC,LC,0.01,0.18,0.09,LC,LC,LC,LC,LC,LC
Pelargopsis amauroptera,Brown-winged Kingfisher,NT,NT,0.12,0.19,0.16,LC,LC,LC,NT,NT,NT,0.18,0.27,0.22,LC,NT,LC,NT,NT,LC
Halcyon coromanda,Ruddy Kingfisher,LC,LC,0.01,0.17,0.09,LC,LC,LC,LC,LC,LC,0.01,0.17,0.09,LC,LC,LC,LC,LC,LC
Halcyon smyrnensis,White-breasted Kingfisher,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Halcyon gularis,White-throated Kingfisher,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Halcyon cyanoventris,Javan Kingfisher,LC,LC,0.01,0.17,0.09,LC,LC,LC,LC,LC,LC,0.01,0.17,0.09,LC,LC,LC,LC,LC,LC
Halcyon badia,Chocolate-backed Kingfisher,LC,LC,0.01,0.17,0.09,LC,LC,LC,LC,LC,LC,0.01,0.17,0.09,LC,LC,LC,LC,LC,LC
Halcyon pileata,Black-capped Kingfisher,LC,LC,0.01,0.17,0.09,LC,LC,LC,LC,LC,LC,0.01,0.17,0.09,LC,LC,LC,LC,LC,LC
Halcyon leucocephala,Grey-headed Kingfisher,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Halcyon albiventris,Brown-hooded Kingfisher,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Halcyon chelicuti,Striped Kingfisher,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Halcyon malimbica,Blue-breasted Kingfisher,LC,LC,0.01,0.17,0.09,LC,LC,LC,LC,LC,LC,0.01,0.17,0.09,LC,LC,LC,LC,LC,LC
Halcyon senegalensis,Woodland Kingfisher,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Halcyon senegaloides,Mangrove Kingfisher,LC,LC,0.01,0.17,0.09,LC,LC,LC,LC,LC,LC,0.01,0.17,0.09,LC,LC,LC,LC,LC,LC
Caridonax fulgidus,White-rumped Kingfisher,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Actenoides monachus,Blue-headed Kingfisher,NT,NT,0.11,0.17,0.14,LC,LC,LC,LC,LC,LC,0.14,0.21,0.18,LC,LC,LC,LC,LC,LC
Actenoides capucinus,Black-headed Kingfisher,NT,NT,0.11,0.17,0.14,LC,LC,LC,LC,LC,LC,0.12,0.19,0.16,LC,LC,LC,LC,LC,LC
Actenoides princeps,Scaly-breasted Kingfisher,NT,NT,0.14,0.17,0.16,LC,LC,LC,LC,LC,LC,0.15,0.19,0.17,LC,LC,LC,LC,LC,LC
Actenoides regalis,Plain-backed Kingfisher,VU,LC,0.01,0.11,0.05,LC,LC,LC,VU,VU,VU,0.01,0.12,0.06,LC,LC,LC,VU,VU,VU
Actenoides bougainvillei,Bougainville Moustached Kingfisher,EN,LC,0.01,0.11,0.05,LC,LC,LC,EN,EN,EN,0.01,0.15,0.08,LC,LC,LC,EN,EN,EN
Actenoides excelsus,Guadalcanal Moustached Kingfisher,EN,LC,0.01,0.11,0.05,LC,LC,LC,EN,EN,EN,0.01,0.12,0.06,LC,LC,LC,EN,EN,EN
Actenoides lindsayi,Spotted Kingfisher,LC,LC,0.01,0.11,0.05,LC,LC,LC,LC,LC,LC,0.01,0.13,0.07,LC,LC,LC,LC,LC,LC
Actenoides hombroni,Blue-capped Kingfisher,VU,LC,0.14,0.17,0.16,LC,LC,LC,VU,VU,VU,0.17,0.21,0.2,LC,LC,LC,VU,VU,VU
Actenoides concretus,Rufous-collared Kingfisher,NT,NT,0.11,0.17,0.14,LC,LC,LC,LC,LC,LC,0.16,0.24,0.2,LC,LC,LC,LC,LC,LC
Syma torotoro,Yellow-billed Kingfisher,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Syma megarhyncha,Mountain Kingfisher,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Todiramphus nigrocyaneus,Blue-black Kingfisher,NT,LC,0.01,0.06,0.04,LC,LC,LC,NT,NT,NT,0.01,0.06,0.04,LC,LC,LC,NT,NT,NT
Todiramphus winchelli,Rufous-lored Kingfisher,VU,VU,0.22,0.4,0.31,LC,VU,VU,LC,VU,VU,0.22,0.4,0.32,LC,VU,VU,LC,VU,VU
Todiramphus diops,Blue-and-white Kingfisher,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Todiramphus lazuli,Lazuli Kingfisher,NT,LC,0,0,0,LC,LC,LC,NT,NT,NT,0,0,0,LC,LC,LC,NT,NT,NT
Todiramphus macleayii,Forest Kingfisher,LC,LC,0.01,0.14,0.07,LC,LC,LC,LC,LC,LC,0.01,0.14,0.07,LC,LC,LC,LC,LC,LC
Todiramphus albonotatus,New Britain Kingfisher,NT,LC,0.08,0.16,0.12,LC,LC,LC,NT,NT,NT,0.08,0.16,0.12,LC,LC,LC,NT,NT,NT
Todiramphus leucopygius,Ultramarine Kingfisher,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Todiramphus farquhari,Vanuatu Kingfisher,NT,LC,0.07,0.14,0.11,LC,LC,LC,NT,NT,NT,0.07,0.14,0.11,LC,LC,LC,NT,NT,NT
Todiramphus funebris,Sombre Kingfisher,VU,LC,0.01,0.14,0.07,LC,LC,LC,VU,VU,VU,0.01,0.15,0.08,LC,LC,LC,VU,VU,VU
Todiramphus chloris,Collared Kingfisher,LC,LC,0.01,0.14,0.07,LC,LC,LC,LC,LC,LC,0.01,0.15,0.08,LC,LC,LC,LC,LC,LC
Todiramphus enigma,Talaud Kingfisher,NT,LC,0,0,0,LC,LC,LC,NT,NT,NT,0,0,0,LC,LC,LC,NT,NT,NT
Todiramphus pelewensis,Palau Kingfisher,NT,LC,0,0,0,LC,LC,LC,NT,NT,NT,0,0,0,LC,LC,LC,NT,NT,NT
Todiramphus cinnamominus,Guam Kingfisher,EW,LC,0,0,0,EW,EW,EW,EW,EW,EW,0,0,0,LC,LC,LC,EW,EW,EW
Todiramphus reichenbachii,Pohnpei Kingfisher,VU,LC,0.08,0.09,0.09,LC,LC,LC,VU,VU,VU,0.08,0.09,0.09,LC,LC,LC,VU,VU,VU
Todiramphus saurophagus,Beach Kingfisher,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Todiramphus sanctus,Sacred Kingfisher,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Todiramphus recurvirostris,Flat-billed Kingfisher,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Todiramphus australasia,Cinnamon-banded Kingfisher,NT,LC,0.01,0.14,0.07,LC,LC,LC,NT,NT,NT,0.01,0.14,0.07,LC,LC,LC,NT,NT,NT
Todiramphus tutus,Chattering Kingfisher,LC,LC,0.01,0.14,0.07,LC,LC,LC,LC,LC,LC,0.01,0.14,0.07,LC,LC,LC,LC,LC,LC
Todiramphus ruficollaris,Mangaia Kingfisher,VU,LC,0,0,0,LC,LC,LC,VU,VU,VU,0,0,0,LC,LC,LC,VU,VU,VU
Todiramphus youngi,Moorea Kingfisher,NT,LC,0.01,0.14,0.07,LC,LC,LC,NT,NT,NT,0.01,0.14,0.07,LC,LC,LC,NT,NT,NT
Todiramphus veneratus,Tahiti Kingfisher,LC,LC,0.01,0.14,0.07,LC,LC,LC,LC,LC,LC,0.01,0.14,0.07,LC,LC,LC,LC,LC,LC
Todiramphus gambieri,Tuamotu Kingfisher,CR,LC,0.01,0.06,0.04,LC,LC,LC,CR,CR,CR,0.01,0.06,0.04,LC,LC,LC,CR,CR,CR
Todiramphus godeffroyi,Marquesas Kingfisher,CR,LC,0.01,0.14,0.07,LC,LC,LC,CR,CR,CR,0.01,0.14,0.07,LC,LC,LC,CR,CR,CR
Todiramphus pyrrhopygius,Red-backed Kingfisher,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Cittura sanghirensis,Sangihe Lilac Kingfisher,NT,LC,0.01,0.12,0.06,LC,LC,LC,NT,NT,NT,0.01,0.12,0.06,LC,LC,LC,NT,NT,NT
Cittura cyanotis,Sulawesi Lilac Kingfisher,LC,LC,0.01,0.12,0.06,LC,LC,LC,LC,LC,LC,0.01,0.15,0.08,LC,LC,LC,LC,LC,LC
Tanysiptera galatea,Common Paradise-kingfisher,LC,LC,0.01,0.12,0.06,LC,LC,LC,LC,LC,LC,0.01,0.12,0.06,LC,LC,LC,LC,LC,LC
Tanysiptera ellioti,Kofiau Paradise-kingfisher,VU,LC,0,0,0,LC,LC,LC,VU,VU,VU,0,0,0,LC,LC,LC,VU,VU,VU
Tanysiptera riedelii,Biak Paradise-kingfisher,NT,LC,0.01,0.05,0.03,LC,LC,LC,NT,NT,NT,0.01,0.05,0.03,LC,LC,LC,NT,NT,NT
Tanysiptera carolinae,Numfor Paradise-kingfisher,NT,LC,0.01,0.05,0.03,LC,LC,LC,NT,NT,NT,0.01,0.05,0.03,LC,LC,LC,NT,NT,NT
Tanysiptera hydrocharis,Little Paradise-kingfisher,DD,LC,0,0,0,DD,DD,DD,DD,DD,DD,0,0,0,LC,LC,LC,DD,DD,DD
Tanysiptera nigriceps,Black-headed Paradise-kingfisher,LC,LC,0.01,0.12,0.06,LC,LC,LC,LC,LC,LC,0.01,0.12,0.06,LC,LC,LC,LC,LC,LC
Tanysiptera sylvia,Buff-breasted Paradise-kingfisher,LC,LC,0.01,0.12,0.06,LC,LC,LC,LC,LC,LC,0.01,0.12,0.06,LC,LC,LC,LC,LC,LC
Tanysiptera nympha,Red-breasted Paradise-kingfisher,LC,LC,0.01,0.12,0.06,LC,LC,LC,LC,LC,LC,0.01,0.12,0.06,LC,LC,LC,LC,LC,LC
Tanysiptera danae,Brown-headed Paradise-kingfisher,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Melidora macrorrhina,Hook-billed Kingfisher,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Dacelo novaeguineae,Laughing Kookaburra,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Dacelo leachii,Blue-winged Kookaburra,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Dacelo tyro,Spangled Kookaburra,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Dacelo gaudichaud,Rufous-bellied Kookaburra,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Clytoceyx rex,Shovel-billed Kingfisher,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Galbalcyrhynchus leucotis,White-eared Jacamar,LC,LC,0.01,0.15,0.07,LC,LC,LC,LC,LC,LC,0.01,0.15,0.07,LC,LC,LC,LC,LC,LC
Galbalcyrhynchus purusianus,Purus Jacamar,LC,LC,0.01,0.15,0.07,LC,LC,LC,LC,LC,LC,0.01,0.15,0.07,LC,LC,LC,LC,LC,LC
Brachygalba albogularis,White-throated Jacamar,LC,LC,0.01,0.15,0.07,LC,LC,LC,LC,LC,LC,0.01,0.15,0.07,LC,LC,LC,LC,LC,LC
Brachygalba lugubris,Brown Jacamar,LC,LC,0.01,0.15,0.07,LC,LC,LC,LC,LC,LC,0.01,0.15,0.07,LC,LC,LC,LC,LC,LC
Brachygalba goeringi,Pale-headed Jacamar,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Brachygalba salmoni,Dusky-backed Jacamar,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Jacamaralcyon tridactyla,Three-toed Jacamar,VU,LC,0.01,0.11,0.06,LC,LC,LC,VU,VU,VU,0.01,0.11,0.06,LC,LC,LC,VU,VU,VU
Galbula albirostris,Yellow-billed Jacamar,LC,LC,0.01,0.11,0.06,LC,LC,LC,LC,LC,LC,0.01,0.11,0.06,LC,LC,LC,LC,LC,LC
Galbula chalcocephala,Cerise-crowned Jacamar,LC,LC,0.01,0.11,0.06,LC,LC,LC,LC,LC,LC,0.01,0.11,0.06,LC,LC,LC,LC,LC,LC
Galbula cyanicollis,Blue-necked Jacamar,LC,LC,0.01,0.15,0.07,LC,LC,LC,LC,LC,LC,0.01,0.15,0.07,LC,LC,LC,LC,LC,LC
Galbula ruficauda,Rufous-tailed Jacamar,LC,LC,0.01,0.11,0.06,LC,LC,LC,LC,LC,LC,0.01,0.11,0.06,LC,LC,LC,LC,LC,LC
Galbula galbula,Green-tailed Jacamar,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Galbula tombacea,White-chinned Jacamar,LC,LC,0.01,0.15,0.07,LC,LC,LC,LC,LC,LC,0.01,0.15,0.07,LC,LC,LC,LC,LC,LC
Galbula cyanescens,Bluish-fronted Jacamar,LC,LC,0.01,0.15,0.07,LC,LC,LC,LC,LC,LC,0.01,0.15,0.07,LC,LC,LC,LC,LC,LC
Galbula pastazae,Coppery-chested Jacamar,VU,VU,0.17,0.34,0.26,LC,VU,NT,VU,VU,VU,0.17,0.34,0.26,LC,VU,NT,VU,VU,VU
Galbula chalcothorax,Purplish Jacamar,LC,LC,0.01,0.15,0.07,LC,LC,LC,LC,LC,LC,0.01,0.15,0.07,LC,LC,LC,LC,LC,LC
Galbula leucogastra,Bronzy Jacamar,LC,LC,0.01,0.15,0.07,LC,LC,LC,LC,LC,LC,0.01,0.15,0.07,LC,LC,LC,LC,LC,LC
Galbula dea,Paradise Jacamar,LC,LC,0.01,0.15,0.07,LC,LC,LC,LC,LC,LC,0.01,0.15,0.07,LC,LC,LC,LC,LC,LC
Jacamerops aureus,Great Jacamar,LC,LC,0.01,0.15,0.07,LC,LC,LC,LC,LC,LC,0.01,0.15,0.07,LC,LC,LC,LC,LC,LC
Notharchus hyperrhynchus,White-necked Puffbird,LC,LC,0.01,0.15,0.07,LC,LC,LC,LC,LC,LC,0.01,0.16,0.08,LC,LC,LC,LC,LC,LC
Notharchus macrorhynchos,Guianan Puffbird,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
